Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
05/07/2017,"19 WOODSTOWN WAY, BALLYCULLEN, KNOCKLYON DUBLIN 16",Dublin,,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/11/2017,"57 COYLIN COURT, RAMELTON, DONEGAL",Donegal,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2017,"ATHGARRETT, EADESTOWN, NAAS",Kildare,,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2017,"26 THORNFIELD SQ, WATERY LANE, CLONDALKIN DUBLIN 22",Dublin,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2017,"18 CANNON MEWS EAST, BEGGARS BUSH, HADDINGTON ROAD",Dublin,,"€433,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/08/2017,"MOSSVALE, DUNDRUM, DUBLIN 14",Dublin,,"€1,000,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2017,"48 Hazelwood Park, Hazelhatch Road, Celbridge",Kildare,,"€348,017.62",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
23/09/2017,"23 ROSANULE, PHOENIX PARK RACECOURSE, CASTLEKNOCK DUBLIN 15",Dublin,,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2017,"ARD NA LAOI, UPPER STRAND, YOUGHAL",Cork,,"€220,500.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2017,"9 SUMMERSEAT GREEN, CLONEE",Meath,,"€237,885.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/06/2017,"15 FAIRWAYS LAWNS, BETTYSTOWN, MEATH",Meath,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2017,"AUGHRISMORE, CLEGGAN, GALWAY",Galway,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2017,"31 MORNINGTON TOWERS, MORNINGTON, MEATH",Meath,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/09/2017,"167 CLUAIN RI, ASHBOURNE, MEATH",Meath,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2017,"SHANDANGAN, CARRIGADROHID, CORK",Cork,,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/01/2017,"WESTEND, RATHMORE, KERRY",Kerry,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2017,"Apt 25 New Bancroft Place, Main Street, Tallaght",Dublin,,"€182,934.64",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/06/2017,"88 KILLESTER PARK, KILLESTER, DUBLIN 5",Dublin,,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2017,"9 VAVASOUR SQ, DUBLIN 4, DUBLIN",Dublin,,"€780,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2017,"29 THE CHARTER, SANTRY CROSS, CO DUBLIN",Dublin,,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/04/2017,"31 ST CLEMENT'S PARK, POINT ROAD, DUNDALK",Louth,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2017,"4 FR MURPHY PLACE, MIDLETON, CORK",Cork,,"€100,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
16/02/2017,"86 BROWNESHILL WOOD, BROWNESHILL ROAD, CARLOW",Carlow,,"€162,462.56",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/11/2017,"6 WATERMILL PLACE, MONASTEREVIN, KILDARE",Kildare,,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/01/2017,"51 CHURCHVIEW EDEN GATE, DELGANY, WICKLOW",Wicklow,,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2017,"1 CHAMBERSLAND, NEW ROSS, WEXFORD",Wexford,,"€155,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/04/2017,"10 The Avenue, Royal Oaks, Enfield",Meath,,"€264,317.18",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/12/2017,"CORGAR GORVAGH, GORVAGH, LEITRIM",Leitrim,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/03/2017,"75 BALLISK COURT, DONABATE, DUBLIN",Dublin,,"€167,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2017,"2 DUFFS TURN, DANESCASTLE, CARRIG ON BANNOW",Wexford,,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/04/2017,"7 SILVERPOINT, ASHMOUNT, SILVERSPRINGS",Cork,,"€90,859.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/09/2017,"4 RIVERVIEW GARDENS, BALLYVOLANE, CORK",Cork,,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2017,"43 STONYFORD, BALLIVOR, MEATH",Meath,,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2017,"10 FAIRWAYS, SCHOOLHOUSE RD, LAHINCH",Clare,,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/10/2017,"30 DORRINS STRAND, STRANDHILL, SLIGO",Sligo,,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2017,"18 RICHMOND HALL, MOUNT ST ANNES, MILLTOWN DUBLIN 6",Dublin,,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2017,"1 AVON LODGE, THE PLAZA, MAIN ST BLANCHARDSTOWN DUBLIN 15",Dublin,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/08/2017,"7 RICHDALE, MULLINGAR, CO. WESTMEATH",Westmeath,,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2017,"9 FORTWELL, LETTERKENNY, DONEGAL",Donegal,,"€59,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2017,"8 RICHMOND HALL, MOUNT ST ANNES, MILLTOWN DUBLIN 6",Dublin,,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2017,"APT 87 BLOCK D, NORTH BANK, CASTLEFORBES RD DUBLIN 1",Dublin,,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2017,"39 ROCKFIELD PARK, KILMACANOGUE, WICKLOW",Wicklow,,"€270,039.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2017,"3 RIVERSIDE COURT, BRIDE ST, LOUGHREA",Galway,,"€34,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2017,"16 THE SYCAMORE, CLONSHAUGH WOODS, CLONSHAUGH DUBLIN 17",Dublin,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2017,"60 BEVERLY AVE, KNOCKLYON, DUBLIN 16",Dublin,,"€452,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/08/2017,"4 BEACH COTTAGES, DUGORT, ACHILL",Mayo,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2017,"CARNACREGG EAST, MENLOUGH, BALLINASLOE",Galway,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2017,"CROUGHMORKA, DOON, COUNTY LIMERICK",Limerick,,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2017,"17 OAKDRIVEBALLINCOLIG, MOUNTMELLICK, LAOIS",Laois,,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2017,"38A LAKE GLADE, KILMINCHY, PORTLAOISE",Laois,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/07/2017,"APT 6 B3, ROSEBANK VIEW, CLONDALKIN",Dublin,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2017,"34 The Way, The paddocks, Hansfield",Dublin,,"€277,533.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/11/2017,"28 Royal Canal Avenue, Royal Canal Park, Ratoath Road",Dublin,,"€383,259.91",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/07/2017,"10 BEECHWOOD GROVE, MITCHELSTOWN, CORK",Cork,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2017,"THE GLEN, KILRUSH, CO CLARE",Clare,,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2017,"266 WYCKHAM POINT, DUNDRUM, DUBLIN 14",Dublin,,"€341,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2017,"47 MARLINSTOWN PARK, DUBLIN RD, MULLINGAR",Westmeath,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2017,"2 CLANCHY COURT, KINLOUGH, LEITRIM",Leitrim,,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2017,"63 BRANDON RD, DRIMNAGH, DUBLIN 12",Dublin,,"€256,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/05/2017,"12 CLARKE AVENUE, JANESBORO, LIMERICK",Limerick,,"€68,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/04/2017,"GLENORA, ANNAGH, TRALEE",Kerry,,"€178,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2017,"16 NIALL ST, STONEYBATTER, DUBLIN 7",Dublin,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2017,"5 BELARMINE HALL, ENNISKERRY RD, STEPASIDE DUBLIN 18",Dublin,,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2017,"27 The Cedars, Avourwen, Duleek Road",Meath,,"€206,712.98",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
29/09/2017,"2 ORCHARD TERRACE, UPPER GRANGEGORMAN, PHIBSBOROUGH",Dublin,,"€497,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/09/2017,"6B THE WILLOWS, CLONGOUR, THURLES",Tipperary,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/02/2017,"APARTMENT NO 10, HIBERNIAN COURT, LONGFORD",Longford,,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2017,"CASTLEFARM, DUNMORE, CO GALWAY",Galway,,"€146,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2017,"18 ARDLEIGH VALE, MULLINGAR, CO WESTMEATH",Westmeath,,"€156,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
12/01/2017,"2B LUTTRELLPARK CRESCENT, CARPENTERSTOWN, CASTLEKNOCK DUBLIN 15",Dublin,,"€397,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/08/2017,"APARTMENT 1, 11 CLONSKEAGH ROAD, RANELAGH",Dublin,D06YY81,"€3,333,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2017,"TULLIG, LEAP, CORK",Cork,,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2017,"29 Churchfields Close, Churchfields, Ashbourne",Meath,,"€264,316.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/01/2017,"3 THORNFIELD SQ, WATERY LANE, CLONDALKIN DUBLIN 22",Dublin,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/05/2017,"51 CATHERINE ST, LIMERICK",Limerick,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2017,"37 Marrsfield Avenue, Belltree, Clongriffin",Dublin,,"€273,128.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/12/2017,"APT 136 BROOKLAWN, EAST CLONTARF, BROOKLAWN DUBLIN 3",Dublin,,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2017,"5 THE GREEN, CLONATTIN VILLAGE, GOREY",Wexford,,"€148,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2017,"9 CLOVER LAWN, SKEHARD RD, BLACKROCK",Cork,,"€196,666.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
24/10/2017,"APT 25, CARAGH COURT, PHILIPSBURGH AVE DUBLIN 3",Dublin,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2017,"KILGEVRIN, TUAM, GALWAY",Galway,,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2017,"2 Feeheen Valley, Strand Road, Termonfeckin",Louth,,"€454,125.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
09/08/2017,"MINERVA HOUSE, PARKAVONEAR, AGHADOE",Kerry,,"€342,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2017,"63 KNOCKNAGANNY PARK, SLIGO, SLIGO",Sligo,,"€126,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2017,"ARD CLUAIN, STRAND RD, MONKSTOWN",Cork,,"€167,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/07/2017,"3 TOM BARRY HOUSE, CLIFDEN, CO GALWAY",Galway,,"€73,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/05/2017,"2 GLOR NA FARRAIGE, VALENTIA ISLAND, KERRY",Kerry,,"€66,079.30",No,No,Second-Hand Dwelling house /Apartment,
31/05/2017,"3 KILDERMOT, BALLYMONEY, GOREY",Wexford,,"€415,525.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2017,"OLD TOWN, NURNEY, COUNTY CARLOW",Carlow,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/04/2017,"34 THE CRESCENT, CARRICKMINES MANOR, GLENAMUCK RD",Dublin,,"€137,753.30",No,No,Second-Hand Dwelling house /Apartment,
06/02/2017,"71 The Drive, Kill, St. Lawrence",Waterford,,"€202,642.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/06/2017,"MONEIR BEAG, LISSANISKY, COBH",Cork,,"€372,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2017,"7 FINNSGREEN, FINNSTOWN CLOISTERS, LUCAN",Dublin,,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2017,"ATTYERILLA, BALLYGRIFFEY SOUTH, RUAN",Clare,,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2017,"7 ABBEY LANE, ABBEYFARM, CELBRIDGE",Kildare,,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/03/2017,"GRANGE, BALLINLOUGH, CASTLEREA",Roscommon,,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2017,"28 Farnamurry Close, Ballygraigue Road, Nenagh",Tipperary,,"€145,374.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/11/2017,"28 BALLYBRIT HEIGHTS, BALLYBRIT, GALWAY",Galway,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/02/2017,"22 MOYNE RD, RANELAGH, DUBLIN 6",Dublin,,"€950,000.00",No,No,Second-Hand Dwelling house /Apartment,
